Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Cluster,PCA1,PCA2
1501,160,FV,67.0,2980.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5.0,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,405.0,Gd,TA,PConc,Gd,TA,No,GLQ,466.0,Unf,0.0,290.0,756.0,GasA,Ex,Y,SBrkr,756,756,0,1512.0,1.0,0.0,2.0,1,2.0,1,Gd,5,Typ,0.0,Gd,Detchd,2000.0,Unf,2.0,440.0,TA,TA,Y,0,32,0,0,0,0,Ex,MnPrv,Shed,0,5,2010,WD,Normal,0,-0.12406060680132444,-1.5863257302377487
1502,160,FV,67.0,2403.0,Pave,Grvl,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5.0,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,244.0,Unf,0.0,286.0,530.0,GasA,Ex,Y,SBrkr,530,550,0,1080.0,0.0,0.0,2.0,1,2.0,1,Gd,4,Typ,0.0,Gd,Attchd,2003.0,RFn,2.0,496.0,TA,TA,Y,0,50,0,0,0,0,Ex,MnPrv,Shed,0,6,2010,WD,Normal,1,-0.4823583216598603,-2.5347528624325477
1503,20,FV,57.0,12853.0,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5.0,2010,2010,Gable,CompShg,CemntBd,CmentBd,BrkFace,0.0,Gd,TA,PConc,Ex,Po,No,GLQ,1032.0,Unf,0.0,610.0,1642.0,GasA,Ex,Y,SBrkr,1418,0,0,1418.0,1.0,0.0,1.0,1,1.0,1,Gd,6,Typ,1.0,Gd,Attchd,2010.0,RFn,3.0,852.0,TA,TA,Y,160,180,0,224,0,0,Ex,MnPrv,Shed,0,4,2010,New,Partial,0,2.4247287231411043,-1.6629019993856766
1504,60,FV,68.0,7379.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5.0,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,484.0,Unf,0.0,491.0,975.0,GasA,Ex,Y,SBrkr,975,873,0,1848.0,1.0,0.0,2.0,1,3.0,1,Gd,7,Typ,1.0,TA,Attchd,2000.0,RFn,2.0,592.0,TA,TA,Y,280,180,0,0,0,0,Ex,MnPrv,Shed,0,4,2010,WD,Normal,0,1.7245061764824792,-0.5189193872374293
1505,20,FV,80.0,8000.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5.0,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,833.0,Unf,0.0,659.0,1492.0,GasA,Ex,Y,SBrkr,1492,0,0,1492.0,1.0,0.0,2.0,0,3.0,1,Gd,6,Typ,1.0,Gd,Attchd,2002.0,RFn,2.0,596.0,TA,TA,Y,277,137,0,0,0,0,Ex,MnPrv,Shed,0,4,2010,WD,Normal,0,1.4233331503443158,-1.2364758714794941
1506,20,RL,67.0,10456.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6.0,1967,1967,Hip,CompShg,HdBoard,HdBoard,BrkFace,120.0,TA,TA,CBlock,TA,TA,No,GLQ,506.0,Unf,0.0,1323.0,1829.0,GasA,Gd,Y,SBrkr,1829,0,0,1829.0,1.0,0.0,2.0,0,4.0,1,TA,8,Typ,0.0,Gd,Attchd,1967.0,RFn,2.0,535.0,TA,TA,Y,0,76,0,0,0,0,Ex,MnPrv,Shed,0,5,2010,WD,Normal,0,1.582525089653008,0.9699623825596653
1507,60,RL,80.0,10791.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5.0,1993,1993,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,1137.0,Unf,0.0,143.0,1280.0,GasA,Ex,Y,SBrkr,1280,1215,0,2495.0,1.0,0.0,2.0,1,4.0,1,Gd,9,Typ,1.0,TA,Attchd,1993.0,Unf,2.0,660.0,TA,TA,Y,224,32,0,0,0,0,Ex,MnPrv,Shed,0,3,2010,WD,Normal,0,2.595674049134636,1.3533555554550218
1508,50,RL,67.0,17707.25,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1.5Fin,6,5.0,1978,1978,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,PConc,Gd,TA,Mn,ALQ,687.0,LwQ,46.0,491.0,1224.0,GasA,TA,Y,SBrkr,1287,604,0,1891.0,0.0,1.0,3.0,0,3.0,1,TA,7,Typ,1.0,TA,Attchd,1978.0,RFn,2.0,678.0,TA,TA,Y,0,69,0,0,0,0,Ex,MnPrv,Shed,0,4,2010,WD,Normal,0,2.5507925187362925,1.151906593489512
1509,60,RL,80.0,9600.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6.0,1971,1971,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,ALQ,329.0,Unf,0.0,386.0,715.0,GasA,TA,Y,SBrkr,930,715,0,1645.0,0.0,0.0,1.0,2,4.0,1,TA,7,Typ,0.0,Gd,Attchd,1971.0,RFn,2.0,441.0,TA,TA,Y,0,78,0,0,0,0,Ex,GdWo,Shed,0,6,2010,WD,Normal,1,-0.35411759826977457,0.5402319868581247
1510,20,RL,80.0,9600.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5.0,1966,1966,Hip,CompShg,VinylSd,VinylSd,BrkFace,172.0,TA,TA,CBlock,TA,TA,No,Rec,698.0,Unf,0.0,534.0,1232.0,GasA,TA,Y,SBrkr,1232,0,0,1232.0,1.0,0.0,1.0,1,3.0,1,TA,6,Typ,0.0,Gd,Attchd,1966.0,RFn,2.0,490.0,TA,TA,Y,0,180,0,0,0,0,Ex,MnPrv,Shed,0,4,2010,WD,Normal,1,-0.5530003689903187,-0.5143798588454505
1511,20,RL,90.0,9900.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5.0,1966,1966,Hip,CompShg,HdBoard,HdBoard,BrkFace,0.0,TA,TA,PConc,Gd,TA,No,BLQ,1059.0,Unf,0.0,150.0,1209.0,GasA,Gd,Y,SBrkr,1209,0,0,1209.0,1.0,0.0,1.0,0,3.0,1,TA,6,Typ,0.0,Gd,Attchd,1966.0,RFn,2.0,504.0,TA,TA,Y,0,0,120,0,0,0,Ex,MnPrv,Shed,0,4,2010,ConLD,Normal,1,-0.5464805004152122,-0.5069096414144794
1512,20,RL,88.0,9680.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6.0,1967,1967,Gable,CompShg,Wd Sdng,Plywood,BrkFace,268.0,TA,TA,CBlock,TA,TA,No,BLQ,1010.0,Unf,0.0,500.0,1510.0,GasA,Ex,Y,SBrkr,1510,0,0,1510.0,1.0,0.0,2.0,0,3.0,1,Gd,6,Typ,0.0,Gd,Attchd,1967.0,RFn,2.0,517.0,TA,TA,Y,0,40,0,0,204,0,Ex,GdPrv,Shed,0,4,2010,WD,Normal,0,0.3688319477286138,0.09276527493168005
1513,80,RL,67.0,10600.0,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5.0,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,533.0,533.0,GasA,TA,Y,SBrkr,1131,644,0,1775.0,0.0,0.0,2.0,0,3.0,1,TA,8,Typ,0.0,Gd,Attchd,1964.0,Unf,2.0,480.0,TA,TA,Y,0,172,0,0,0,0,Ex,MnPrv,Shed,0,5,2010,COD,Family,0,0.6557844966879438,1.1460237518384053
1514,90,RL,98.0,13260.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,6.0,1962,2001,Hip,CompShg,HdBoard,HdBoard,BrkFace,144.0,TA,TA,CBlock,TA,TA,No,BLQ,1500.0,Unf,0.0,228.0,1728.0,GasA,TA,Y,SBrkr,1728,0,0,1728.0,2.0,0.0,2.0,0,4.5,2,TA,10,Typ,0.0,Gd,Attchd,1979.0,Unf,0.0,0.0,TA,TA,Y,0,0,0,0,0,0,Ex,MnPrv,Shed,0,1,2010,Oth,Abnorml,1,-0.2700939843883122,2.8893455136309587
1515,50,RL,68.0,9724.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,5,7.0,1952,2002,Gable,CompShg,MetalSd,MetalSd,BrkFace,265.0,Gd,TA,CBlock,TA,TA,No,LwQ,670.0,Unf,0.0,470.0,1140.0,GasA,Gd,Y,SBrkr,1929,532,0,2461.0,0.0,0.0,2.0,0,3.0,1,TA,7,Min2,2.0,Gd,Detchd,1994.0,Unf,2.0,400.0,TA,TA,Y,0,0,0,0,0,0,Ex,GdWo,Shed,0,3,2010,WD,Normal,0,0.530637493195431,2.0577238647371736
1516,50,RL,120.0,17360.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,6.0,1949,1950,Gable,CompShg,MetalSd,MetalSd,Stone,340.0,TA,Gd,CBlock,TA,TA,No,Rec,300.0,Unf,0.0,482.0,782.0,GasA,TA,Y,SBrkr,1019,537,0,1556.0,0.0,0.0,2.0,0,3.0,1,TA,6,Typ,1.0,Gd,Attchd,1949.0,Unf,2.0,470.0,TA,TA,Y,0,0,150,0,0,0,Ex,MnPrv,Shed,0,1,2010,WD,Normal,0,0.2973690287423307,1.3165420014007982
1517,85,RL,75.0,11380.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,6,7.5,1966,2008,Gable,CompShg,HdBoard,HdBoard,BrkFace,216.0,TA,TA,CBlock,TA,TA,Gd,GLQ,944.0,Unf,0.0,136.0,1080.0,GasA,Gd,Y,SBrkr,1128,0,0,1128.0,1.0,0.0,1.0,0,2.0,1,Gd,5,Typ,1.0,Gd,Attchd,1966.0,Unf,1.0,315.0,TA,TA,Y,238,0,0,0,0,0,Ex,MnPrv,Shed,1500,1,2010,WD,Normal,1,-1.839826612190503,0.1894558926434556
1518,90,RL,70.0,8267.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,Duplex,1Story,5,5.0,1958,1958,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1604.0,1604.0,GasA,TA,Y,SBrkr,1604,0,0,1604.0,0.0,0.0,2.0,0,4.0,2,TA,8,Typ,0.0,Gd,Attchd,1958.0,Unf,2.0,576.0,TA,TA,Y,42,0,0,0,0,0,Ex,MnPrv,Shed,0,3,2010,WD,Normal,0,1.0185696137561193,0.5645293957808142
1519,20,RL,70.0,8197.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5.0,2003,2009,Gable,CompShg,VinylSd,VinylSd,BrkFace,405.0,Gd,TA,PConc,Gd,TA,No,GLQ,1188.0,Unf,0.0,292.0,1480.0,GasA,Ex,Y,SBrkr,1480,0,0,1480.0,1.0,0.0,2.0,0,3.0,1,Gd,7,Typ,0.0,Gd,Attchd,2003.0,RFn,2.0,620.0,TA,TA,Y,252,73,0,0,0,0,Ex,MnPrv,Shed,300,2,2010,WD,Normal,0,1.667936662081048,-0.8741506806680855
1520,20,RL,67.0,8050.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5.0,1959,1959,Hip,CompShg,MetalSd,MetalSd,BrkFace,150.0,TA,TA,CBlock,TA,TA,No,BLQ,856.0,Rec,162.0,125.0,1143.0,GasA,TA,Y,SBrkr,1143,0,0,1143.0,1.0,0.0,1.0,0,3.0,1,TA,6,Typ,0.0,Gd,Attchd,1959.0,RFn,1.0,308.0,TA,TA,Y,0,0,0,0,0,0,Ex,GdPrv,Shed,0,5,2010,WD,Normal,1,-1.6709046098228253,-0.291550401402331
1521,20,RL,87.0,10725.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5.0,1959,1959,Hip,CompShg,MetalSd,MetalSd,BrkFace,91.0,TA,TA,CBlock,TA,TA,No,Rec,936.0,Unf,0.0,270.0,1206.0,GasA,Fa,Y,SBrkr,1206,0,0,1206.0,0.0,0.0,1.0,0,3.0,1,TA,6,Typ,0.0,Gd,Attchd,1959.0,RFn,1.0,312.0,TA,TA,Y,0,21,0,0,0,0,Ex,MnPrv,Shed,0,5,2010,WD,Normal,1,-1.417592523389024,0.0008003279803144016
1522,20,RL,80.0,10032.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5.0,1959,1959,Gable,CompShg,Wd Sdng,Wd Sdng,Stone,405.0,TA,TA,CBlock,TA,TA,No,Rec,734.0,Unf,0.0,510.0,1244.0,GasA,Ex,Y,SBrkr,1580,0,0,1580.0,1.0,0.0,1.0,1,3.0,1,TA,6,Typ,2.0,Gd,Attchd,1956.0,Unf,2.0,440.0,TA,TA,Y,0,28,0,0,160,0,Ex,GdWo,Shed,0,6,2010,WD,Normal,1,-0.1474655626054396,-0.150070399012618
1523,50,RL,60.0,8382.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,4,5.0,1956,1956,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,832.0,832.0,GasA,TA,Y,FuseA,832,505,0,1337.0,0.0,0.0,1.0,0,3.0,1,TA,5,Typ,0.0,Gd,Attchd,1956.0,Unf,1.0,263.0,TA,TA,Y,0,0,0,0,0,0,Ex,MnPrv,Shed,0,2,2010,WD,Normal,1,-2.284786104584593,-0.16647522481564284
1524,20,RL,60.0,10950.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7.0,1952,1952,Gable,CompShg,WdShing,Wd Shng,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,BLQ,339.0,Unf,0.0,525.0,864.0,GasA,TA,Y,SBrkr,1064,0,0,1064.0,0.0,1.0,1.0,0,2.0,1,Fa,4,Typ,0.0,Gd,Detchd,1952.0,Unf,1.0,318.0,TA,TA,Y,0,0,0,0,0,0,Ex,MnPrv,Shed,0,5,2010,WD,Normal,1,-2.573982659535004,-0.030071050727556375
1525,20,RL,119.0,10895.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6.0,1955,1955,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,Gd,CBlock,TA,TA,No,Rec,648.0,Unf,0.0,324.0,972.0,GasA,TA,Y,SBrkr,972,0,0,972.0,0.0,0.0,1.0,0,3.0,1,TA,5,Typ,0.0,Gd,Attchd,1955.0,Unf,1.0,305.0,TA,TA,Y,0,0,205,0,0,0,Ex,GdWo,Shed,0,6,2010,WD,Normal,1,-2.191424233108967,-0.11669870193125616
1526,190,RL,70.0,13587.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,2fmCon,1Story,5,5.0,1958,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,CBlock,TA,TA,Av,Rec,532.0,Unf,0.0,456.0,988.0,GasA,TA,Y,SBrkr,988,0,0,988.0,1.0,0.0,1.0,0,2.0,1,TA,5,Typ,0.0,Gd,Attchd,1958.0,Unf,1.0,264.0,TA,TA,Y,0,0,0,0,0,0,Ex,MnPrv,Shed,0,4,2010,WD,Abnorml,1,-1.8835201968162265,-0.172780313895583
1527,30,RL,65.0,7898.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7.0,1920,1994,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,576.0,576.0,GasA,Gd,Y,SBrkr,985,0,0,985.0,0.0,1.0,1.0,0,2.0,1,TA,4,Typ,0.0,Gd,Detchd,1989.0,Unf,2.0,676.0,TA,TA,N,0,0,0,0,0,0,Ex,MnPrv,Shed,0,4,2010,WD,Normal,1,-2.460366581719934,-0.10242310289402272
1528,50,RL,60.0,8064.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,7.5,1948,2004,Gable,CompShg,WdShing,Wd Shng,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,ALQ,481.0,Rec,174.0,161.0,816.0,GasA,TA,Y,SBrkr,816,408,0,1224.0,1.0,0.0,1.0,0,3.0,1,TA,5,Typ,0.0,Gd,Detchd,1950.0,Unf,1.0,280.0,TA,TA,Y,414,0,0,0,0,0,Ex,GdWo,Shed,0,5,2010,WD,Normal,1,-2.3849362430290735,0.345353353437857
1529,20,RL,81.0,7635.0,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6.0,1960,1960,Gable,CompShg,BrkFace,Wd Sdng,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Rec,588.0,LwQ,350.0,237.0,1175.0,GasA,Ex,Y,SBrkr,1175,0,0,1175.0,0.0,0.0,1.0,1,3.0,1,TA,6,Typ,0.0,Gd,Detchd,1960.0,RFn,2.0,484.0,TA,TA,Y,0,0,0,0,0,0,Ex,MnPrv,Shed,0,6,2010,WD,Normal,1,-0.9961247821632174,-0.3314952109903421
1530,20,RL,80.0,9760.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,6,7.0,1963,1984,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,218.0,TA,TA,CBlock,TA,TA,Gd,BLQ,717.0,LwQ,263.0,415.0,1395.0,GasA,TA,Y,SBrkr,1395,0,0,1395.0,1.0,0.0,1.0,0,2.0,1,TA,7,Min1,1.0,TA,Attchd,1963.0,RFn,2.0,440.0,TA,TA,Y,420,0,113,0,240,0,Ex,MnPrv,Shed,0,5,2010,WD,Normal,1,-0.3103544388215825,0.5426925541348443
1531,50,RM,60.0,4800.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,5.0,1900,1954,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,405.0,TA,TA,PConc,TA,TA,No,ALQ,48.0,Unf,0.0,661.0,709.0,GasA,TA,Y,SBrkr,1157,687,0,1844.0,1.0,0.0,1.0,0,3.0,1,TA,9,Min2,2.0,Gd,Basment,1900.0,Unf,1.0,240.0,TA,TA,Y,84,0,0,0,0,0,Ex,MnPrv,Shed,0,1,2010,COD,Abnorml,1,-1.9813278535745291,2.3929037555076897
1532,30,RM,56.0,4485.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,7.0,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,PConc,TA,TA,No,BLQ,579.0,Unf,0.0,357.0,936.0,GasA,TA,Y,SBrkr,936,0,0,936.0,1.0,0.0,1.0,0,2.0,1,TA,5,Typ,1.0,Gd,Attchd,1979.0,Unf,0.0,0.0,TA,TA,P,51,0,135,0,0,0,Ex,MnPrv,Shed,0,5,2010,WD,Normal,1,-4.177487737392266,0.4904509085301546
1533,20,RM,69.0,5805.0,Pave,Grvl,Reg,Bnk,AllPub,Inside,Mod,OldTown,Norm,Norm,1Fam,1Story,5,7.0,1957,1957,Hip,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,CBlock,TA,TA,Mn,BLQ,274.0,Rec,1073.0,0.0,1347.0,GasA,Gd,Y,SBrkr,1347,0,0,1347.0,1.0,1.0,1.0,0,3.0,1,Gd,6,Typ,0.0,Gd,Detchd,1957.0,Unf,2.0,551.0,TA,TA,Y,0,0,0,0,0,0,Ex,MnPrv,Shed,0,6,2010,WD,Normal,1,-0.9230531557401993,-0.10622262338600136
1534,45,RM,50.0,6900.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,7.0,1938,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,827.0,827.0,GasA,Gd,Y,SBrkr,827,424,0,1251.0,0.0,0.0,1.0,0,3.0,1,Fa,6,Typ,0.0,Gd,Detchd,1938.0,Unf,1.0,240.0,Fa,TA,N,0,0,0,0,0,0,Ex,MnPrv,Shed,0,1,2010,WD,Normal,1,-2.306513437998855,0.6636034527140461
1535,50,RM,69.0,11851.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,7.0,1948,2009,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,780.0,Unf,0.0,247.0,1027.0,GasA,Ex,Y,SBrkr,1027,606,0,1633.0,0.0,0.0,1.0,0,3.0,1,Gd,7,Typ,1.0,Gd,Detchd,1948.0,Unf,1.0,240.0,TA,TA,Y,0,100,126,0,0,0,Ex,MnPrv,Shed,0,6,2010,WD,Normal,1,-1.5304935180835622,1.761379298999571
1536,50,RM,67.0,8239.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6.0,1920,1962,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,BrkTil,TA,TA,No,Rec,176.0,Unf,0.0,832.0,1008.0,GasA,TA,Y,SBrkr,1060,185,0,1245.0,0.0,0.0,1.0,0,3.0,1,TA,6,Typ,0.0,Gd,Detchd,1962.0,Unf,1.0,315.0,TA,TA,Y,0,0,334,0,0,0,Ex,MnPrv,Shed,0,3,2010,WD,Normal,1,-2.2344219466085744,0.778030244539377
1537,30,RM,68.0,9656.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,2,3.5,1923,1970,Gable,CompShg,AsbShng,AsbShng,BrkFace,0.0,TA,Fa,BrkTil,Fa,Fa,No,Unf,0.0,Unf,0.0,678.0,678.0,GasA,TA,N,SBrkr,832,0,0,832.0,0.0,0.0,1.0,0,2.0,1,TA,5,Typ,1.0,Gd,Detchd,1928.0,Unf,2.0,780.0,Fa,Fa,N,0,0,0,0,0,0,Ex,MnPrv,Shed,0,6,2010,WD,Abnorml,1,-1.893385740321782,-0.6631952168934624
1538,70,RM,60.0,9600.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,7.5,1900,2003,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,Gd,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,930.0,930.0,GasW,TA,N,SBrkr,930,636,0,1566.0,0.0,0.0,2.0,0,3.0,1,Gd,7,Typ,0.0,Gd,Detchd,1930.0,Unf,1.0,288.0,TA,TA,Y,54,180,246,0,0,0,Ex,MnPrv,Shed,0,4,2010,WD,Abnorml,1,-0.9003142000209757,2.1996039405049115
1539,70,RM,50.0,9000.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,7.5,1890,2002,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,Gd,Gd,Stone,Fa,Fa,No,Unf,0.0,Unf,0.0,346.0,346.0,GasA,Ex,Y,SBrkr,1157,1111,0,2268.0,0.0,0.0,3.0,0,3.0,1,Gd,7,Typ,0.0,Gd,Detchd,2003.0,Unf,2.0,624.0,TA,TA,N,0,108,0,0,0,0,Ex,MnPrv,Shed,0,4,2010,WD,Normal,0,0.8099214245675208,2.8711217775256817
1540,190,RM,100.0,9045.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,5,3.5,1910,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,Fa,BrkTil,TA,TA,Mn,Unf,0.0,Unf,0.0,840.0,840.0,Grav,Fa,N,FuseF,1128,1128,0,2256.0,0.0,0.0,2.0,0,4.0,2,Fa,10,Typ,0.0,Gd,Attchd,1979.0,Unf,0.0,0.0,TA,TA,N,0,18,18,0,0,0,Ex,MnPrv,Shed,0,6,2010,WD,Abnorml,1,-0.8191189596195277,3.290375170976833
1541,70,RM,60.0,10560.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,7.0,1922,1994,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,CBlock,Fa,TA,No,Rec,283.0,Unf,0.0,455.0,738.0,GasA,Ex,Y,SBrkr,868,602,0,1470.0,0.0,0.0,1.0,1,2.0,1,TA,6,Min1,0.0,Gd,Detchd,1970.0,Unf,2.0,624.0,TA,TA,Y,0,0,0,0,0,0,Ex,MnPrv,Shed,0,6,2010,WD,Normal,1,-0.971514343304226,1.048842593890743
1542,50,RM,53.0,5830.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Feedr,1Fam,1.5Fin,5,6.0,1950,1997,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,Gd,CBlock,TA,TA,No,Rec,788.0,Unf,0.0,200.0,988.0,GasA,Ex,Y,SBrkr,1030,582,0,1612.0,0.0,0.0,1.0,1,3.0,1,TA,7,Typ,0.0,Gd,Detchd,1950.0,Unf,1.0,363.0,TA,TA,Y,0,0,0,0,0,0,Ex,MnPrv,Shed,0,3,2010,WD,Normal,1,-1.5015573677456546,0.7494920455139111
